# format: census<TAB>region<TAB>disposition
# census = ordinal sentence rows (pPPP.CNN) of an independent normative-sentence census of the
# source PDF (pp3-63 plus a p64-100 sweep), built without sight of the extraction files; region =
# the evidence region carrying that sentence. Text matching is exact/near-exact on rendered text;
# where audit and evidence disagreed on two-column reading order (p48) the exact text match rules.
# page-artifact rows were adjudicated by per-page occurrence counts of normalized payloads in the
# PDF text layer. All 702 census rows are dispositioned: 698 mapped, 4 excluded.
p034.C02	S34-02	mapped
p034.C03	S34-03	mapped
p034.C04	S34-04	mapped
p034.C05	S34-05	mapped
p034.C06	S34-06	mapped
p034.C07	S34-07	mapped
p034.C08	S34-08	mapped
p034.C09	S34-09	mapped
p034.C10	S34-10	mapped
p034.C11	S34-11	mapped
p034.C12	S34-12	mapped
p034.C13	S34-13	mapped
p034.C14	S34-14	mapped
p034.C15	S34-15	mapped
p034.C16	S34-15	mapped
p034.C17	S34-15	mapped
p035.C01	S34-15	mapped
p035.C02	S35-01	mapped
p035.C03	S35-02	mapped
p035.C04	S35-03	mapped
p035.C05	S35-04	mapped
p035.C06	S35-05	mapped
p035.C07	S35-06	mapped
p035.C08	S35-07	mapped
p035.C09	S35-08	mapped
p035.C10	S35-09	mapped
p035.C11	S35-10	mapped
p035.C12	S35-11	mapped
p035.C13	S35-12	mapped
p035.C14	S35-23	gap-closed: region added after census reconciliation
p035.C15	S35-13	mapped
p035.C16	S35-14	mapped
p035.C17	S35-15	mapped
p035.C18	S35-16	mapped
p035.C19	S35-18	mapped
p035.C20	S35-19	mapped
p035.C21	S35-20	mapped
p035.C22	S35-21	mapped
p035.C23	S35-22	mapped
p036.C01	S36-01	mapped
p036.C02	S36-02	mapped
p036.C03	S36-03	mapped
p036.C04	S36-04	mapped
p037.C01	S37-01	mapped
p037.C02	S37-02	mapped
p037.C03	S37-03	mapped
p037.C04	S37-04	mapped
p037.C05	S37-05	mapped
p037.C06	S37-06	mapped
p037.C07	S37-07	mapped
p037.C08	S37-08	mapped
p037.C09	S37-09	mapped
p037.C10	S37-11	mapped
p037.C11	S37-12	mapped
p037.C12	S37-13	mapped
p037.C13	S37-14	mapped
p037.C14	S37-15	mapped
p037.C15	S37-16	mapped
p037.C16	S37-17	mapped
p037.C17	S37-18	mapped
p037.C18	S37-19	mapped
p038.C01	S38-01	mapped
p038.C02	S38-02	mapped
p038.C03	S38-03	mapped
p038.C04	S38-04	mapped
p038.C05	S38-05	mapped
p038.C06	S38-06	mapped
p038.C07	S38-07	mapped
p038.C08	S38-08	mapped
p038.C09	S38-09	mapped
p038.C10	S38-10	mapped
p038.C11	S38-11	mapped
p038.C12	S38-12	mapped
p038.C13	S38-13	mapped
p038.C14	S38-14	mapped
p038.C15	S38-15	mapped
p038.C16	S38-16	mapped
p038.C17	S38-17	mapped
p038.C18	S38-18	mapped
p038.C19	S38-19	mapped
p038.C20	S38-20	mapped
p039.C01	S39-01	mapped
p039.C02	S39-02	mapped
p039.C03	S39-03	mapped
p039.C04	S39-04	mapped
p039.C05	S39-05	mapped
p039.C06	S39-06	mapped
p039.C07	S39-07	mapped
p039.C08	S39-08	mapped
p039.C09	S39-09	mapped
p039.C10	S39-10	mapped
p039.C11	S39-11	mapped
p039.C12	S39-12	mapped
p039.C13	S39-13	mapped
p039.C14	S39-15	mapped
p039.C15	S39-16	mapped
p040.C01	S40-01	mapped
p040.C02	S40-02	mapped
p040.C03	S40-03	mapped
p040.C04	S40-04	mapped
p040.C05	S40-05	mapped
p040.C06	S40-06	mapped
p040.C07	S40-07	mapped
p040.C08	S40-15	gap-closed: region added after census reconciliation
p040.C09	S40-08	mapped
p040.C10	S40-09	mapped
p040.C11	S40-10	mapped
p040.C12	S40-11	mapped
p040.C13	S40-12	mapped
p040.C14	S40-13	mapped
p040.C15	S40-14	mapped
p041.C01	S41-01	mapped
p041.C02	S41-02	mapped
p041.C03	S41-03	mapped
p041.C04	S41-04	mapped
p041.C05	S41-05	mapped
p041.C06	S41-06	mapped
p042.C01	S42-01	mapped
p042.C02	S42-21	gap-closed: region added after census reconciliation
p042.C03	S42-03	mapped
p042.C04	S42-04	mapped
p042.C05	S42-05	mapped
p042.C06	S42-06	mapped
p042.C07	S42-07	mapped
p042.C08	S42-08	mapped
p042.C09	S42-09	mapped
p042.C10	-	page-artifact: no occurrence of the census sentence on the claimed page (per-page occurrence count 0); its real occurrences carry their own census rows
p042.C11	S42-11	mapped
p042.C12	S42-12	mapped
p042.C13	S42-13	mapped
p042.C14	S42-14	mapped
p042.C15	S42-15	mapped
p042.C16	S42-16	mapped
p042.C17	S42-17	mapped
p042.C18	S42-18	mapped
p042.C19	S42-18	mapped
p042.C20	S42-19	mapped
p042.C21	S42-20	mapped
p043.C01	-	page-artifact: no occurrence of the census sentence on the claimed page (per-page occurrence count 0); its real occurrences carry their own census rows
p043.C02	S43-02	mapped
p043.C03	S43-03	mapped
p043.C04	S43-04	mapped
p043.C05	S43-05	mapped
p043.C06	S43-06	mapped
p043.C07	S43-07	mapped
p043.C08	S43-08	mapped
p043.C09	S43-09	mapped
p043.C10	S43-10	mapped
p043.C11	S43-11	mapped
p043.C12	S43-12	mapped
p043.C13	S43-13	mapped
p043.C14	S43-14	mapped
p043.C15	S43-15	mapped
p044.C01	S44-01	mapped
p044.C02	S44-02	mapped
p044.C03	S44-03	mapped
p044.C04	S44-04	mapped
p044.C05	S44-05	mapped
p044.C06	S44-06	mapped
p044.C07	S44-07	mapped
p044.C08	S44-08	mapped
p044.C09	S44-09	mapped
p044.C10	S44-10	mapped
p044.C11	S44-11	mapped
p044.C12	S44-12	mapped
p044.C13	S44-13	mapped
p044.C14	S44-14	mapped
p044.C15	S44-15	mapped
p044.C16	S44-16	mapped
p044.C17	S44-17	mapped
p044.C18	S44-18	mapped
p045.C01	S45-01	mapped
p045.C02	S45-02	mapped
p045.C03	S45-03	mapped
p045.C04	S45-04	mapped
p045.C05	S45-05	mapped
p045.C06	S45-06	mapped
p045.C07	S45-06	mapped
p045.C08	S45-07	mapped
p045.C09	S45-08	mapped
p045.C10	S45-09	mapped
p045.C11	S45-10	mapped
p045.C12	S45-11	mapped
p045.C13	S45-12	mapped
p045.C14	S45-13	mapped
p045.C15	S45-14	mapped
p045.C16	S45-15	mapped
p045.C17	S45-16	mapped
p045.C18	S45-17	mapped
p046.C01	S46-01	mapped
p046.C02	S46-02	mapped
p046.C03	S46-03	mapped
p046.C04	S46-04	mapped
p046.C05	S46-05	mapped
p046.C06	S46-06	mapped
p046.C07	S46-07	mapped
p046.C08	S46-08	mapped
p046.C09	S46-09	mapped
p046.C10	S46-10	mapped
p046.C11	S46-11	mapped
p046.C12	S46-13	mapped
p046.C13	S46-14	mapped
p046.C14	S46-15	mapped
p046.C15	S46-16	mapped
p046.C16	S46-17	mapped
p047.C01	S47-01	mapped
p047.C02	S47-02	mapped
p047.C03	S47-03	mapped
p047.C04	S47-04	mapped
p047.C05	S47-05	mapped
p047.C06	S47-06	mapped
p047.C07	S47-07	mapped
p047.C08	S47-08	mapped
p047.C09	S47-09	mapped
p047.C10	S47-10	mapped
p047.C11	S47-11	mapped
p047.C12	S47-13	mapped
p047.C13	S47-14	mapped
p047.C14	S47-15	mapped
p047.C15	S47-16	mapped
p047.C16	S47-17	mapped
p047.C17	S47-18	mapped
p047.C18	S47-19	mapped
p048.C01	S48-01	mapped
p048.C02	S48-02	mapped
p048.C03	S48-03	mapped
p048.C04	S48-05	mapped
p048.C05	S48-06	mapped
p048.C06	S48-13	gap-closed: region added after census reconciliation
p048.C07	S48-07	mapped
p048.C08	S48-04	mapped
p048.C09	S48-08	mapped
p048.C10	S48-11	mapped
p048.C11	S48-12	mapped
p049.C01	S49-01	mapped
p049.C02	S49-02	mapped
p049.C03	S49-03	mapped
p049.C04	S49-04	mapped
p049.C05	S49-05	mapped
p049.C06	S49-06	mapped
p049.C07	S49-07	mapped
p049.C08	S49-08	mapped
p049.C09	S49-09	mapped
p049.C10	S49-10	mapped
p049.C11	S49-11	mapped
p049.C12	S49-12	mapped
p049.C13	S49-13	mapped
p049.C14	S49-14	mapped
p050.C01	S50-01	mapped
p050.C02	S50-02	mapped
p050.C03	S50-03	mapped
p050.C04	S50-04	mapped
p050.C05	S50-05	mapped
p050.C06	S50-06	mapped
p050.C07	S50-07	mapped
p050.C08	S50-08	mapped
p050.C09	S50-09	mapped
p050.C10	S50-10	mapped
p050.C11	S50-11	mapped
p050.C12	S50-12	mapped
p050.C13	S50-13	mapped
p050.C14	S50-14	mapped
p050.C15	S50-16	mapped
p051.C01	S51-01	mapped
p051.C02	S51-02	mapped
p051.C03	S51-03	mapped
p051.C04	S51-04	mapped
p051.C05	S51-05	mapped
p051.C06	S51-06	mapped
p051.C07	S51-07	mapped
p051.C08	S51-08	mapped
p051.C09	S51-09	mapped
p051.C10	S51-10	mapped
p051.C11	S51-11	mapped
p051.C12	S51-12	mapped
p051.C13	S51-13	mapped
p051.C14	S51-14	mapped
p052.C01	S52-01	mapped
p052.C02	S52-02	mapped
p052.C03	S52-03	mapped
p052.C04	S52-04	mapped
p052.C05	S52-05	mapped
p052.C06	S52-06	mapped
p052.C07	S52-07	mapped
p052.C08	S52-08	mapped
p052.C09	S52-09	mapped
p052.C10	S52-10	mapped
p052.C11	S52-11	mapped
p052.C12	S52-12	mapped
p052.C13	S52-13	mapped
p052.C14	S52-14	mapped
p052.C15	S52-15	mapped
p052.C16	S52-16	mapped
p052.C17	S52-17	mapped
p053.C01	S53-08	gap-closed: region added after census reconciliation
p053.C02	S53-01	mapped
p053.C03	S53-02	mapped
p053.C04	S53-03	mapped
p053.C05	S53-04	mapped
p053.C06	S53-09	gap-closed: region added after census reconciliation
p053.C07	S53-05	mapped
p053.C08	S53-06	mapped
p053.C09	S53-07	mapped
p054.C01	S54-01	mapped
p054.C02	S54-02	mapped
p054.C03	S54-03	mapped
p054.C04	S54-04	mapped
p054.C05	S54-05	mapped
p054.C06	S54-06	mapped
p054.C07	S54-08	mapped
p054.C08	S54-09	mapped
p054.C09	S54-10	mapped
p054.C10	S54-18	gap-closed: region added after census reconciliation
p054.C11	S54-12	mapped
p054.C12	S54-13	mapped
p054.C13	S54-14	mapped
p054.C14	S54-15	mapped
p054.C15	S54-16	mapped
p054.C16	S54-17	mapped
p055.C01	S55-01	mapped
p055.C02	S55-02	mapped
p055.C03	S55-03	mapped
p055.C04	S55-04	mapped
p055.C05	S55-05	mapped
p055.C06	S55-06	mapped
p055.C07	S55-07	mapped
p055.C08	S55-08	mapped
p055.C09	S55-09	mapped
p055.C10	S55-11	mapped
p055.C11	S55-12	mapped
p056.C01	S56-01	mapped
p056.C02	S56-02	mapped
p056.C03	S56-03	mapped
p056.C04	S56-04	mapped
p056.C05	S56-05	mapped
p056.C06	S56-06	mapped
p056.C07	S56-07	mapped
p056.C08	S56-08	mapped
p056.C09	S56-09	mapped
p056.C10	S56-09	mapped
p056.C11	S56-10	mapped
p056.C12	S56-11	mapped
p056.C13	S56-12	mapped
p056.C14	S56-13	mapped
p056.C15	S56-14	mapped
p056.C16	S56-15	mapped
p056.C17	S56-16	mapped
p056.C18	S56-17	mapped
p057.C01	S57-01	mapped
p057.C02	S57-02	mapped
p057.C03	S57-03	mapped
p058.C01	S58-01	mapped
p058.C02	S58-03	mapped
p058.C03	S58-04	mapped
p058.C04	S58-05	mapped
p058.C05	S58-06	mapped
p058.C06	S58-07	mapped
p058.C07	S58-08	mapped
p058.C08	S58-09	mapped
p058.C09	S58-10	mapped
p058.C10	S58-11	mapped
p058.C11	S58-12	mapped
p058.C12	S58-13	mapped
p058.C13	S58-14	mapped
p058.C14	S58-15	mapped
p058.C15	S58-16	mapped
p058.C16	S58-17	mapped
p058.C17	S58-18	mapped
p058.C18	S58-19	mapped
p059.C01	S59-01	mapped
p059.C02	S59-02	mapped
p059.C03	S59-03	mapped
p059.C04	S59-04	mapped
p059.C05	S59-05	mapped
p059.C06	S59-06	mapped
p059.C07	S59-15	gap-closed: region added after census reconciliation
p059.C08	S59-16	gap-closed: region added after census reconciliation
p059.C09	S59-07	mapped
p059.C10	S59-08	mapped
p059.C11	S59-09	mapped
p059.C12	S59-10	mapped
p059.C13	S59-11	mapped
p059.C14	S59-12	mapped
p059.C15	S59-14	mapped
p059.C16	S59-17	gap-closed: region added after census reconciliation
p060.C01	S60-01	mapped
p060.C02	S60-02	mapped
p060.C03	S60-03	mapped
p060.C04	S60-04	mapped
p060.C05	S60-05	mapped
p060.C06	S60-06	mapped
p060.C07	S60-07	mapped
p060.C08	S60-08	mapped
p060.C09	S60-09	mapped
p060.C10	S60-10	mapped
p060.C11	S60-11	mapped
p060.C12	S60-12	mapped
p060.C13	S60-13	mapped
p060.C14	S60-14	mapped
p060.C15	S60-15	mapped
p060.C16	S60-16	mapped
p060.C17	S60-17	mapped
p060.C18	S60-18	mapped
p061.C01	S61-01	mapped
p061.C02	S61-02	mapped
p061.C03	S61-03	mapped
p061.C04	S61-04	mapped
p061.C05	S61-05	mapped
p061.C06	S61-06	mapped
p061.C07	S61-07	mapped
p061.C08	S61-08	mapped
p061.C09	S61-09	mapped
p062.C01	S62-01	mapped
p062.C02	S62-02	mapped
p062.C03	S62-03	mapped
p062.C04	S62-04	mapped
p082.C01	-	excluded: epistemic caution about interpreting appendix findings, disclosed in README
p100.C01	-	excluded: MMWR access notice, disclosed in README
p100.C02	-	excluded: MMWR contact notice, disclosed in README
p100.C03	-	excluded: MMWR public-domain notice, disclosed in README
