# format: id<TAB>file<TAB>page<TAB>section<TAB>status
# status: ace(<docid>) | restates(<id>) | uncovered(<class>: <one-clause reason>) | pending
# uncovered classes: heading | process | external | aim | descriptive | notice
# ids: box3-extraction regions=B3-01..B3-16 in file order; other regions retain S<page>-<seq>; page=physical PDF page
S9-07	source/front-matter-extraction.txt	p9	Scope and Audience	restates(S7-03)
S10-01	source/front-matter-extraction.txt	p10	Scope and Audience	uncovered(descriptive: states context without an operative directive)
S10-02	source/front-matter-extraction.txt	p10	Scope and Audience	uncovered(external: reports third-party guidance or policy)
S10-03	source/front-matter-extraction.txt	p10	Scope and Audience	uncovered(descriptive: states context without an operative directive)
S10-04	source/front-matter-extraction.txt	p10	Scope and Audience	ace(cdc2022-opioid-s10-04)
S10-05	source/front-matter-extraction.txt	p10	Scope and Audience	restates(S3-03)
S10-06	source/front-matter-extraction.txt	p10	Scope and Audience	restates(S3-03)
S11-01	source/front-matter-extraction.txt	p11	Scope and Audience	ace(cdc2022-opioid-s11-01)
S12-01	source/front-matter-extraction.txt	p12	Clinical Practice Guideline Development Methods > Recommendation Development	ace(cdc2022-opioid-s12-01)
S12-02	source/front-matter-extraction.txt	p12	Clinical Practice Guideline Development Methods > Recommendation Development	ace(cdc2022-opioid-s12-02)
S12-03	source/front-matter-extraction.txt	p12	Clinical Practice Guideline Development Methods > Recommendation Development	ace(cdc2022-opioid-s12-03)
S14-01	source/front-matter-extraction.txt	p14	BOX 3 > Recommendation categories	restates(S12-01)
S14-02	source/front-matter-extraction.txt	p14	BOX 3 > Recommendation categories	restates(S12-02)
S14-03	source/front-matter-extraction.txt	p14	BOX 3 > Recommendation categories	restates(S12-03)
S14-04	source/front-matter-extraction.txt	p14	Federal Advisory Committee Review and Recommendation	uncovered(process: reports guideline-development procedure)
S15-01	source/front-matter-extraction.txt	p15	Federal Advisory Committee Review and Recommendation	uncovered(process: reports guideline-development procedure)
S15-02	source/front-matter-extraction.txt	p15	Federal Advisory Committee Review and Recommendation	uncovered(process: reports guideline-development procedure)
S16-01	source/front-matter-extraction.txt	p16	Federal Advisory Committee Review and Recommendation	uncovered(process: reports guideline-development procedure)
S17-01	source/front-matter-extraction.txt	p17	Peer Review	uncovered(process: reports guideline-development procedure)
S17-02	source/front-matter-extraction.txt	p17	Recommendations	restates(S3-02)
S17-03	source/front-matter-extraction.txt	p17	Recommendations > Category framing	uncovered(descriptive: restates the category definitions without adding a directive; canonical at S12-01, S12-02, S12-03)
S18-01	source/front-matter-extraction.txt	p18	Recommendations > Implementation framing	ace(cdc2022-opioid-s18-01)
S18-02	source/front-matter-extraction.txt	p18	Recommendations > Guiding principles	uncovered(heading: structural label without directive)
S18-03	source/front-matter-extraction.txt	p18	Recommendations > Guiding principles	ace(cdc2022-opioid-s18-03)
S18-04	source/front-matter-extraction.txt	p18	Recommendations > Guiding principles	restates(S8-12)
S18-05	source/front-matter-extraction.txt	p18	Recommendations > Guiding principles	restates(S6-03)
S18-06	source/front-matter-extraction.txt	p18	Recommendations > Guiding principles	ace(cdc2022-opioid-s18-06)
S18-07	source/front-matter-extraction.txt	p18	Recommendations > Guiding principles	ace(cdc2022-opioid-s18-07)
S19-01	source/rec01-05-body-extraction.txt	p19	Box 4 > Guiding principle 1	restates(S18-03)
S19-02	source/rec01-05-body-extraction.txt	p19	Box 4 > Guiding principle 2a	restates(S8-12)
S19-03	source/rec01-05-body-extraction.txt	p19	Box 4 > Guiding principle 2b	restates(S6-03)
S19-04	source/rec01-05-body-extraction.txt	p19	Box 4 > Guiding principle 3	restates(S18-06)
S19-05	source/rec01-05-body-extraction.txt	p19	Box 4 > Guiding principle 4	restates(S18-07)
S19-06	source/rec01-05-body-extraction.txt	p19	Box 4 > Guiding principle 5	restates(S19-07)
S19-07	source/rec01-05-body-extraction.txt	p19	Guiding principles > Main-text list item 5	ace(cdc2022-opioid-s19-07)
S19-08	source/rec01-05-body-extraction.txt	p19	Recommendations 1–2 area > Introductory principle	ace(cdc2022-opioid-s19-08)
S19-09	source/rec01-05-body-extraction.txt	p19	Rec 1 > Recommendation statement	restates(B3-02)
S19-10	source/rec01-05-body-extraction.txt	p19	Rec 1 > Implementation considerations	ace(cdc2022-opioid-rec01-imp01)
S19-11	source/rec01-05-body-extraction.txt	p19	Rec 1 > Implementation considerations	ace(cdc2022-opioid-rec01-imp02)
S19-12	source/rec01-05-body-extraction.txt	p19	Rec 1 > Implementation considerations	ace(cdc2022-opioid-rec01-imp03)
S19-13	source/rec01-05-body-extraction.txt	p19	Rec 1 > Implementation considerations	ace(cdc2022-opioid-rec01-imp06)
S20-01	source/rec01-05-body-extraction.txt	p20	Rec 1 > Implementation considerations	ace(cdc2022-opioid-rec01-imp04)
S20-02	source/rec01-05-body-extraction.txt	p20	Rec 1 > Implementation considerations	ace(cdc2022-opioid-rec01-imp05)
S20-03	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale	uncovered(aim: states an aspiration without operative directive)
S20-04	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale	ace(cdc2022-opioid-s20-04)
S20-05	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Acute Pain	uncovered(external: reports third-party guidance or policy)
S20-06	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Acute Pain	uncovered(external: reports third-party guidance or policy)
S20-07	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Acute Pain	restates(S24-02)
S20-08	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Acute Pain	restates(S19-10)
S20-09	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	uncovered(external: reports third-party guidance or policy)
S20-10	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	uncovered(external: reports third-party guidance or policy)
S20-11	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	uncovered(external: reports third-party guidance or policy)
S20-12	source/rec01-05-body-extraction.txt	p20	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	ace(cdc2022-opioid-s20-12)
S21-01	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	uncovered(aim: states an aspiration without operative directive)
S21-02	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	ace(cdc2022-opioid-s21-02)
S21-03	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	ace(cdc2022-opioid-s21-03)
S21-04	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	uncovered(descriptive: states context without an operative directive)
S21-05	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Nonopioid Medications for Acute Pain	ace(cdc2022-opioid-s21-05)
S21-06	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Pain Management for Pregnant and Postpartum Persons	uncovered(external: reports third-party guidance or policy)
S21-07	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Pain Management for Pregnant and Postpartum Persons	uncovered(external: reports third-party guidance or policy)
S21-08	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Pain Management for Pregnant and Postpartum Persons	uncovered(external: reports third-party guidance or policy)
S21-09	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Pain Management for Pregnant and Postpartum Persons	uncovered(external: reports third-party guidance or policy)
S21-10	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	uncovered(external: reports third-party guidance or policy)
S21-11	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	uncovered(external: reports third-party guidance or policy)
S21-12	source/rec01-05-body-extraction.txt	p21	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	uncovered(external: reports third-party guidance or policy)
S22-01	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	uncovered(external: reports third-party guidance or policy)
S22-02	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(B3-02)
S22-03	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S19-11)
S22-04	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s22-04)
S22-05	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S19-12)
S22-06	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	uncovered(descriptive: fuses recommendations 8, 9, and 11 duties without adding a directive; canonical at B3-12, B3-13, B3-15)
S22-07	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s22-07)
S22-08	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s22-08)
S22-09	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S20-01)
S22-10	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S20-01)
S22-11	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s22-11)
S22-12	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S20-02)
S22-13	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s22-13)
S22-14	source/rec01-05-body-extraction.txt	p22	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S19-13)
S23-01	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-01)
S23-02	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-02)
S23-03	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-03)
S23-04	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-04)
S23-05	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-05)
S23-06	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-06)
S23-07	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	restates(S19-12)
S23-08	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-08)
S23-09	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-09)
S23-10	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-10)
S23-11	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-11)
S23-12	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-12)
S23-13	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-13)
S23-14	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-14)
S23-15	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-15)
S23-16	source/rec01-05-body-extraction.txt	p23	Rec 1 > Supporting rationale > Opioid Medication for Acute Pain	ace(cdc2022-opioid-s23-16)
S23-17	source/rec01-05-body-extraction.txt	p23	Rec 2 > Recommendation statement	restates(B3-03)
S23-18	source/rec01-05-body-extraction.txt	p23	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp01)
S23-19	source/rec01-05-body-extraction.txt	p23	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp02)
S24-01	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp03)
S24-02	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp04)
S24-03	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp05)
S24-04	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp06)
S24-05	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp07)
S24-06	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp08)
S24-07	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp09)
S24-08	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp10)
S24-09	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp11)
S24-11	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp13)
S24-12	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp14)
S24-13	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp15)
S24-14	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp16)
S24-15	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp17)
S24-16	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp18)
S24-17	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp19)
S24-18	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp20)
S24-19	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp21)
S24-20	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp22)
S24-21	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp23)
S24-22	source/rec01-05-body-extraction.txt	p24	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp24)
S25-01	source/rec01-05-body-extraction.txt	p25	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp25)
S25-02	source/rec01-05-body-extraction.txt	p25	Rec 2 > Implementation considerations	ace(cdc2022-opioid-rec02-imp26)
S25-03	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	restates(S20-04)
S25-04	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	ace(cdc2022-opioid-s25-04)
S25-05	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	ace(cdc2022-opioid-s25-05)
S25-06	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	restates(S24-08)
S25-07	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	uncovered(descriptive: states context without an operative directive)
S25-08	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	ace(cdc2022-opioid-s25-08)
S25-09	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	ace(cdc2022-opioid-s25-09)
S25-10	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale	uncovered(external: reports third-party guidance or policy)
S25-11	source/rec01-05-body-extraction.txt	p25	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	uncovered(external: reports third-party guidance or policy)
S26-01	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	ace(cdc2022-opioid-s26-01)
S26-02	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	restates(S24-02)
S26-03	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	uncovered(descriptive: states context without an operative directive)
S26-04	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	uncovered(external: reports third-party guidance or policy)
S26-05	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	uncovered(descriptive: states context without an operative directive)
S26-06	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	restates(S24-01)
S26-07	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	ace(cdc2022-opioid-s26-07)
S26-08	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	ace(cdc2022-opioid-s26-08)
S26-09	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Noninvasive Nonpharmacologic Approaches to Subacute and Chronic Pain	ace(cdc2022-opioid-s26-09)
S26-10	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S21-05)
S26-11	source/rec01-05-body-extraction.txt	p26	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	uncovered(descriptive: states context without an operative directive)
S27-01	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-04)
S27-02	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-05)
S27-03	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-06)
S27-04	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-06)
S27-05	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	ace(cdc2022-opioid-s27-05)
S27-06	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-07)
S27-07	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	uncovered(descriptive: states context without an operative directive)
S27-08	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-08)
S27-09	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	ace(cdc2022-opioid-s27-09)
S27-10	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	uncovered(descriptive: reports common practice and hedged endorsement without a guideline directive)
S27-11	source/rec01-05-body-extraction.txt	p27	Rec 2 > Supporting rationale > Nonopioid Medications for Subacute and Chronic Pain	restates(S24-11)
S28-01	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	restates(S24-12)
S28-02	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	restates(S24-13)
S28-03	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	restates(S24-14)
S28-04	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	restates(S24-15)
S28-05	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	restates(S24-16)
S28-06	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	restates(S24-17)
S28-07	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	uncovered(aim: states an aspiration without operative directive)
S28-08	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	uncovered(descriptive: states goal-flexibility context without an operative directive)
S28-09	source/rec01-05-body-extraction.txt	p28	Rec 2 > Supporting rationale > Opioid Medication for Subacute and Chronic Pain	uncovered(descriptive: states context without an operative directive)
